GeographyCode,DateCode,Measurement,Units,Energy Type,Energy Consuming Sector,Value
S12000019,2008,Count,GWh,Electricity,Industrial & Commercial,195.75616
S12000019,2008,Count,GWh,Electricity,All,338.8982
S12000019,2008,Count,GWh,Gas,Domestic,579.72061
S12000019,2008,Count,GWh,Gas,Industrial & Commercial,164.45983
S12000019,2008,Count,GWh,Gas,All,744.18044
S12000019,2008,Count,GWh,Manufactured fuels,Domestic,7.0667192922
S12000019,2008,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2008,Count,GWh,Manufactured fuels,All,7.0667192922
S12000019,2008,Count,GWh,Petroleum products,Agriculture,19.733975593
S12000019,2008,Count,GWh,Petroleum products,Domestic,38.446882775
S12000019,2008,Count,GWh,Petroleum products,Industrial & Commercial,78.42640922480001
S12000019,2008,Count,GWh,Petroleum products,Public Sector,0.3871871346
S12000019,2008,Count,GWh,Petroleum products,Rail,0.9852209474
S12000019,2008,Count,GWh,Petroleum products,Road transport,526.77572768
S12000019,2008,Count,GWh,Petroleum products,All,664.75540336
S12000019,2009,Count,GWh,All,All,1704.6816402
S12000019,2009,Count,GWh,Bioenergy & wastes,Domestic,12.206014804
S12000019,2009,Count,GWh,Bioenergy & wastes,All,12.415611396
S12000019,2009,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.2095965927
S12000019,2009,Count,GWh,Coal,Agriculture,0
S12000019,2009,Count,GWh,Coal,Domestic,12.581287096
S12000019,2009,Count,GWh,Coal,Industrial & Commercial,3.3375789352
S12000019,2009,Count,GWh,Coal,Public Sector,1.7192308477
S12000019,2009,Count,GWh,Coal,Rail,0
S12000019,2009,Count,GWh,Coal,All,17.638096879
S12000019,2009,Count,GWh,Electricity,Domestic,143.09631421
S12000019,2009,Count,GWh,Electricity,Industrial & Commercial,181.02195472
S12000019,2009,Count,GWh,Electricity,All,324.12989893
S12000019,2009,Count,GWh,Gas,Domestic,521.36416354
S12000019,2009,Count,GWh,Gas,Industrial & Commercial,172.2761461
S12000019,2009,Count,GWh,Gas,All,693.65193976
S12000019,2009,Count,GWh,Manufactured fuels,Domestic,5.5219535518
S12000019,2009,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2009,Count,GWh,Manufactured fuels,All,5.5219535518
S12000019,2009,Count,GWh,Petroleum products,Agriculture,20.06143535
S12000019,2009,Count,GWh,Petroleum products,Domestic,37.391711588
S12000019,2009,Count,GWh,Petroleum products,Industrial & Commercial,72.43160974989999
S12000019,2009,Count,GWh,Petroleum products,Public Sector,0.1941876917
S12000019,2009,Count,GWh,Petroleum products,Rail,0.9585394363
S12000019,2009,Count,GWh,Petroleum products,Road transport,520.28665591
S12000019,2009,Count,GWh,Petroleum products,All,651.32413972
S12000019,2010,Count,GWh,All,All,1725.4320079
S12000019,2010,Count,GWh,Bioenergy & wastes,Domestic,15.736905389
S12000019,2010,Count,GWh,Bioenergy & wastes,All,16.149903855
S12000019,2010,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.4129984659
S12000019,2010,Count,GWh,Coal,Agriculture,0.0072151241
S12000019,2010,Count,GWh,Coal,Domestic,13.133953907
S12000019,2010,Count,GWh,Coal,Industrial & Commercial,5.5961756536
S12000019,2010,Count,GWh,Coal,Public Sector,1.7976873394
S12000019,2010,Count,GWh,Coal,Rail,0
S12000019,2010,Count,GWh,Coal,All,20.535032024
S12000019,2010,Count,GWh,Electricity,Domestic,143.15456046
S12000019,2010,Count,GWh,Electricity,Industrial & Commercial,196.27282959
S12000019,2010,Count,GWh,Electricity,All,339.42739005
S12000019,2010,Count,GWh,Gas,Domestic,524.05651413
S12000019,2010,Count,GWh,Gas,Industrial & Commercial,169.96981396
S12000019,2010,Count,GWh,Gas,All,694.02632808
S12000019,2010,Count,GWh,Manufactured fuels,Domestic,6.2415015588
S12000019,2010,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2010,Count,GWh,Manufactured fuels,All,6.2415015588
S12000019,2010,Count,GWh,Petroleum products,Agriculture,20.224458445
S12000019,2010,Count,GWh,Petroleum products,Domestic,42.328059307
S12000019,2010,Count,GWh,Petroleum products,Industrial & Commercial,75.865480968400007
S12000019,2010,Count,GWh,Petroleum products,Public Sector,0.1252344684
S12000019,2010,Count,GWh,Petroleum products,Rail,0.9716380727
S12000019,2010,Count,GWh,Petroleum products,Road transport,509.53698108
S12000019,2010,Count,GWh,Petroleum products,All,649.05185234
S12000019,2011,Count,GWh,All,All,1620.5195288
S12000019,2011,Count,GWh,Bioenergy & wastes,Domestic,13.671811983
S12000019,2011,Count,GWh,Bioenergy & wastes,All,13.909853905
S12000019,2011,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.23804192119999998
S12000019,2011,Count,GWh,Coal,Agriculture,0.0073902137
S12000019,2011,Count,GWh,Coal,Domestic,12.973228319
S12000019,2011,Count,GWh,Coal,Industrial & Commercial,4.2254058432
S12000019,2011,Count,GWh,Coal,Public Sector,1.8647898576
S12000019,2011,Count,GWh,Coal,Rail,0
S12000019,2011,Count,GWh,Coal,All,19.070814233
S12000019,2011,Count,GWh,Electricity,Domestic,142.34970617
S12000019,2011,Count,GWh,Electricity,Industrial & Commercial,161.42263132
S12000019,2011,Count,GWh,Electricity,All,303.77233751
S12000019,2011,Count,GWh,Gas,Domestic,497.91541005
S12000019,2011,Count,GWh,Gas,Industrial & Commercial,157.54449225
S12000019,2011,Count,GWh,Gas,All,655.45990231
S12000019,2011,Count,GWh,Manufactured fuels,Domestic,5.6070344799
S12000019,2011,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2011,Count,GWh,Manufactured fuels,All,5.6070344799
S12000019,2011,Count,GWh,Petroleum products,Agriculture,20.515932308
S12000019,2011,Count,GWh,Petroleum products,Domestic,32.763553785
S12000019,2011,Count,GWh,Petroleum products,Industrial & Commercial,64.4531823224
S12000019,2011,Count,GWh,Petroleum products,Public Sector,0.3308621375
S12000019,2011,Count,GWh,Petroleum products,Rail,0.9742552995
S12000019,2011,Count,GWh,Petroleum products,Road transport,503.66180048
S12000019,2011,Count,GWh,Petroleum products,All,622.69958634
S12000019,2012,Count,GWh,All,All,1641.6281199
S12000019,2012,Count,GWh,Bioenergy & wastes,Domestic,17.387246885
S12000019,2012,Count,GWh,Bioenergy & wastes,All,18.013679251
S12000019,2012,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.6264323654
S12000019,2012,Count,GWh,Coal,Agriculture,0.0077087129
S12000019,2012,Count,GWh,Coal,Domestic,12.391020354
S12000019,2012,Count,GWh,Coal,Industrial & Commercial,4.707486218200001
S12000019,2012,Count,GWh,Coal,Public Sector,1.6935974206
S12000019,2012,Count,GWh,Coal,Rail,0
S12000019,2012,Count,GWh,Coal,All,18.799812706
S12000019,2012,Count,GWh,Electricity,Domestic,140.78078369
S12000019,2012,Count,GWh,Electricity,Industrial & Commercial,202.2569154
S12000019,2012,Count,GWh,Electricity,All,343.03769909
S12000019,2012,Count,GWh,Gas,Domestic,495.99889356
S12000019,2012,Count,GWh,Gas,Industrial & Commercial,161.77308812
S12000019,2012,Count,GWh,Gas,All,657.7719817
S12000019,2012,Count,GWh,Manufactured fuels,Domestic,5.515496192
S12000019,2012,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2012,Count,GWh,Manufactured fuels,All,5.515496192
S12000019,2012,Count,GWh,Petroleum products,Agriculture,21.123998403
S12000019,2012,Count,GWh,Petroleum products,Domestic,32.646415821
S12000019,2012,Count,GWh,Petroleum products,Industrial & Commercial,55.6894130111
S12000019,2012,Count,GWh,Petroleum products,Public Sector,0.131874489
S12000019,2012,Count,GWh,Petroleum products,Rail,1.0650594553
S12000019,2012,Count,GWh,Petroleum products,Road transport,487.83268978
S12000019,2012,Count,GWh,Petroleum products,All,598.48945096
S12000019,2013,Count,GWh,All,All,1631.574067
S12000019,2013,Count,GWh,Bioenergy & wastes,Domestic,20.469119709
S12000019,2013,Count,GWh,Bioenergy & wastes,All,21.463354046
S12000019,2013,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.994234337
S12000019,2013,Count,GWh,Coal,Agriculture,0
S12000019,2013,Count,GWh,Coal,Domestic,11.878344333
S12000019,2013,Count,GWh,Coal,Industrial & Commercial,8.4844381333
S12000019,2013,Count,GWh,Coal,Public Sector,1.8772455411
S12000019,2013,Count,GWh,Coal,Rail,0
S12000019,2013,Count,GWh,Coal,All,22.240028008
S12000019,2013,Count,GWh,Electricity,Domestic,139.76912207
S12000019,2013,Count,GWh,Electricity,Industrial & Commercial,208.41999457
S12000019,2013,Count,GWh,Electricity,All,348.18911663
S12000019,2013,Count,GWh,Gas,Domestic,483.14326796
S12000019,2013,Count,GWh,Gas,Industrial & Commercial,162.19139802
S12000019,2013,Count,GWh,Gas,All,645.33466599
S12000019,2013,Count,GWh,Manufactured fuels,Domestic,6.3117648434
S12000019,2013,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2013,Count,GWh,Manufactured fuels,All,6.3117648434
S12000019,2013,Count,GWh,Petroleum products,Agriculture,20.872414638
S12000019,2013,Count,GWh,Petroleum products,Domestic,33.572882822
S12000019,2013,Count,GWh,Petroleum products,Industrial & Commercial,49.0259189256
S12000019,2013,Count,GWh,Petroleum products,Public Sector,0.0501453385
S12000019,2013,Count,GWh,Petroleum products,Rail,1.0372053029
S12000019,2013,Count,GWh,Petroleum products,Road transport,483.47657047
S12000019,2013,Count,GWh,Petroleum products,All,588.0351375
S12000019,2014,Count,GWh,All,All,1632.9265425
S12000019,2014,Count,GWh,Bioenergy & wastes,Domestic,19.443264344
S12000019,2014,Count,GWh,Bioenergy & wastes,All,20.533717346
S12000019,2014,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,1.090453002
S12000019,2014,Count,GWh,Coal,Agriculture,0
S12000019,2014,Count,GWh,Coal,Domestic,10.146191137
S12000019,2014,Count,GWh,Coal,Industrial & Commercial,9.4359857997
S12000019,2014,Count,GWh,Coal,Public Sector,2.0012046404
S12000019,2014,Count,GWh,Coal,Rail,0
S12000019,2014,Count,GWh,Coal,All,21.583381577
S12000019,2014,Count,GWh,Electricity,Domestic,142.6400819
S12000019,2014,Count,GWh,Electricity,Industrial & Commercial,196.8986005
S12000019,2014,Count,GWh,Electricity,All,339.5386824
S12000019,2014,Count,GWh,Gas,Domestic,475.8326
S12000019,2014,Count,GWh,Gas,Industrial & Commercial,159.0976
S12000019,2014,Count,GWh,Gas,All,634.9302
S12000019,2014,Count,GWh,Manufactured fuels,Domestic,5.5607924253
S12000019,2014,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2014,Count,GWh,Manufactured fuels,All,5.5607924253
S12000019,2014,Count,GWh,Petroleum products,Agriculture,21.060286948
S12000019,2014,Count,GWh,Petroleum products,Domestic,29.729335003
S12000019,2014,Count,GWh,Petroleum products,Industrial & Commercial,59.7453195363
S12000019,2014,Count,GWh,Petroleum products,Public Sector,0.0861325476
S12000019,2014,Count,GWh,Petroleum products,Rail,1.0277374246
S12000019,2014,Count,GWh,Petroleum products,Road transport,499.13095729
S12000019,2014,Count,GWh,Petroleum products,All,610.77976875
S12000019,2015,Count,GWh,All,All,1630.856565
S12000019,2015,Count,GWh,Bioenergy & wastes,Domestic,21.964933814
S12000019,2015,Count,GWh,Bioenergy & wastes,All,22.858435836
S12000019,2015,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.8935020224
S12000019,2015,Count,GWh,Coal,Agriculture,0
S12000019,2015,Count,GWh,Coal,Domestic,10.214631291
S12000019,2015,Count,GWh,Coal,Industrial & Commercial,6.8925291413
S12000019,2015,Count,GWh,Coal,Public Sector,0.2605250838
S12000019,2015,Count,GWh,Coal,Rail,0
S12000019,2015,Count,GWh,Coal,All,17.367685516
S12000019,2015,Count,GWh,Electricity,Domestic,144.3797924
S12000019,2015,Count,GWh,Electricity,Industrial & Commercial,196.0903406
S12000019,2015,Count,GWh,Electricity,All,340.470133
S12000019,2015,Count,GWh,Gas,Domestic,473.1232679
S12000019,2015,Count,GWh,Gas,Industrial & Commercial,156.7718089
S12000019,2015,Count,GWh,Gas,All,629.8950768
S12000019,2015,Count,GWh,Manufactured fuels,Domestic,5.288205822
S12000019,2015,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2015,Count,GWh,Manufactured fuels,All,5.288205822
S12000019,2015,Count,GWh,Petroleum products,Agriculture,21.937627458
S12000019,2015,Count,GWh,Petroleum products,Domestic,29.774068647
S12000019,2015,Count,GWh,Petroleum products,Industrial & Commercial,62.4288612188
S12000019,2015,Count,GWh,Petroleum products,Public Sector,0.1222749474
S12000019,2015,Count,GWh,Petroleum products,Rail,1.0137809826
S12000019,2015,Count,GWh,Petroleum products,Road transport,499.70041477
S12000019,2015,Count,GWh,Petroleum products,All,614.97702802
S12000019,2016,Count,GWh,All,All,1663.1236695
S12000019,2016,Count,GWh,Bioenergy & wastes,Domestic,23.60282743
S12000019,2016,Count,GWh,Bioenergy & wastes,All,24.589178221
S12000019,2016,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.9863507903
S12000019,2016,Count,GWh,Coal,Agriculture,0
S12000019,2016,Count,GWh,Coal,Domestic,10.158282464
S12000019,2016,Count,GWh,Coal,Industrial & Commercial,5.9080902649
S12000019,2016,Count,GWh,Coal,Public Sector,0.268771847
S12000019,2016,Count,GWh,Coal,Rail,0
S12000019,2016,Count,GWh,Coal,All,16.335144576
S12000019,2016,Count,GWh,Electricity,Domestic,139.2477753
S12000019,2016,Count,GWh,Electricity,Industrial & Commercial,202.9625325
S12000019,2016,Count,GWh,Electricity,All,342.2103078
S12000019,2016,Count,GWh,Gas,Domestic,483.9379068
S12000019,2016,Count,GWh,Gas,Industrial & Commercial,170.5340314
S12000019,2016,Count,GWh,Gas,All,654.4719382
S12000019,2016,Count,GWh,Manufactured fuels,Domestic,5.2531347197
S12000019,2016,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2016,Count,GWh,Manufactured fuels,All,5.2531347197
S12000019,2016,Count,GWh,Petroleum products,Agriculture,23.174319115
S12000019,2016,Count,GWh,Petroleum products,Domestic,29.736854961
S12000019,2016,Count,GWh,Petroleum products,Industrial & Commercial,60.0533182912
S12000019,2016,Count,GWh,Petroleum products,Public Sector,0.1194075127
S12000019,2016,Count,GWh,Petroleum products,Rail,0.9556502186
S12000019,2016,Count,GWh,Petroleum products,Road transport,506.22441586
S12000019,2016,Count,GWh,Petroleum products,All,620.26396596
S12000019,2017,Count,GWh,All,All,1713.261758
S12000019,2017,Count,GWh,Bioenergy & wastes,Domestic,23.461659467
S12000019,2017,Count,GWh,Bioenergy & wastes,All,23.988176455
S12000019,2017,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0.5265169885999998
S12000019,2017,Count,GWh,Coal,Agriculture,0
S12000019,2017,Count,GWh,Coal,Domestic,9.899182695
S12000019,2017,Count,GWh,Coal,Industrial & Commercial,4.8530227473
S12000019,2017,Count,GWh,Coal,Public Sector,0.3384847419
S12000019,2017,Count,GWh,Coal,Rail,0
S12000019,2017,Count,GWh,Coal,All,15.090690184
S12000019,2017,Count,GWh,Electricity,Domestic,138.7116185
S12000019,2017,Count,GWh,Electricity,Industrial & Commercial,205.2913815
S12000019,2017,Count,GWh,Electricity,All,344.0030001
S12000019,2017,Count,GWh,Gas,Domestic,497.3232864
S12000019,2017,Count,GWh,Gas,Industrial & Commercial,179.7857714
S12000019,2017,Count,GWh,Gas,All,677.1090578
S12000019,2017,Count,GWh,Manufactured fuels,Domestic,5.598272938
S12000019,2017,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2017,Count,GWh,Manufactured fuels,All,5.598272938
S12000019,2017,Count,GWh,Petroleum products,Agriculture,23.408355025
S12000019,2017,Count,GWh,Petroleum products,Domestic,29.204004333
S12000019,2017,Count,GWh,Petroleum products,Industrial & Commercial,65.9731835006
S12000019,2017,Count,GWh,Petroleum products,Public Sector,0.1149307303
S12000019,2017,Count,GWh,Petroleum products,Rail,0.9319603273
S12000019,2017,Count,GWh,Petroleum products,Road transport,527.84012657
S12000019,2017,Count,GWh,Petroleum products,All,647.47256048
S12000019,2018,Count,GWh,All,All,1703.4592119
S12000019,2018,Count,GWh,Bioenergy & wastes,Domestic,25.635075797
S12000019,2018,Count,GWh,Bioenergy & wastes,All,25.635075797
S12000019,2018,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0
S12000019,2018,Count,GWh,Coal,Agriculture,0
S12000019,2018,Count,GWh,Coal,Domestic,9.5791112088
S12000019,2018,Count,GWh,Coal,Industrial & Commercial,3.8861156191
S12000019,2018,Count,GWh,Coal,Public Sector,0.3666512179
S12000019,2018,Count,GWh,Coal,Rail,0
S12000019,2018,Count,GWh,Coal,All,13.831878046
S12000019,2018,Count,GWh,Electricity,Domestic,135.7347649
S12000019,2018,Count,GWh,Electricity,Industrial & Commercial,210.1775793
S12000019,2018,Count,GWh,Electricity,All,345.9123442
S12000019,2018,Count,GWh,Gas,Domestic,500.7523799
S12000019,2018,Count,GWh,Gas,Industrial & Commercial,173.4974247
S12000019,2018,Count,GWh,Gas,All,674.2498047
S12000019,2018,Count,GWh,Manufactured fuels,Domestic,5.6433155559
S12000019,2018,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000019,2018,Count,GWh,Manufactured fuels,All,5.6433155559
S12000019,2018,Count,GWh,Petroleum products,Agriculture,23.365066281
S12000019,2018,Count,GWh,Petroleum products,Domestic,29.308675147
S12000019,2018,Count,GWh,Petroleum products,Industrial & Commercial,62.0787830886
S12000019,2018,Count,GWh,Petroleum products,Public Sector,0.1250063459
S12000019,2018,Count,GWh,Petroleum products,Rail,0.7240647268
S12000019,2018,Count,GWh,Petroleum products,Road transport,522.58519806
S12000019,2018,Count,GWh,Petroleum products,All,638.18679365
S12000020,2005,Count,GWh,All,All,3407.4654986
S12000020,2005,Count,GWh,Bioenergy & wastes,Domestic,13.548777795
S12000020,2005,Count,GWh,Bioenergy & wastes,All,13.548777795
S12000020,2005,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0
S12000020,2005,Count,GWh,Coal,Agriculture,0.2965302961
S12000020,2005,Count,GWh,Coal,Domestic,21.216975752
S12000020,2005,Count,GWh,Coal,Industrial & Commercial,28.862299162099998
S12000020,2005,Count,GWh,Coal,Public Sector,2.8187288962
S12000020,2005,Count,GWh,Coal,Rail,0.2385424415
S12000020,2005,Count,GWh,Coal,All,53.433076548
S12000020,2005,Count,GWh,Electricity,Domestic,219.00453
S12000020,2005,Count,GWh,Electricity,Industrial & Commercial,325.67489
S12000020,2005,Count,GWh,Electricity,All,544.67942
S12000020,2005,Count,GWh,Gas,Domestic,514.45305
S12000020,2005,Count,GWh,Gas,Industrial & Commercial,1149.81158
S12000020,2005,Count,GWh,Gas,All,1664.26463
S12000020,2005,Count,GWh,Manufactured fuels,Domestic,11.999000571
S12000020,2005,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2005,Count,GWh,Manufactured fuels,All,11.999000571
S12000020,2005,Count,GWh,Petroleum products,Agriculture,93.927032846
S12000020,2005,Count,GWh,Petroleum products,Domestic,181.2940024
S12000020,2005,Count,GWh,Petroleum products,Industrial & Commercial,295.6108211815
S12000020,2005,Count,GWh,Petroleum products,Public Sector,8.5835997699
S12000020,2005,Count,GWh,Petroleum products,Rail,5.5196155613
S12000020,2005,Count,GWh,Petroleum products,Road transport,534.60552191
S12000020,2005,Count,GWh,Petroleum products,All,1119.5405937
S12000020,2006,Count,GWh,All,All,3628.0057712
S12000020,2006,Count,GWh,Bioenergy & wastes,Domestic,14.151145864
S12000020,2006,Count,GWh,Bioenergy & wastes,All,14.151145864
S12000020,2006,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0
S12000020,2006,Count,GWh,Coal,Agriculture,0.1650556465
S12000020,2006,Count,GWh,Coal,Domestic,19.108281162
S12000020,2006,Count,GWh,Coal,Industrial & Commercial,31.57967476
S12000020,2006,Count,GWh,Coal,Public Sector,2.4973603044
S12000020,2006,Count,GWh,Coal,Rail,1.1211494915
S12000020,2006,Count,GWh,Coal,All,54.471521365
S12000020,2006,Count,GWh,Electricity,Domestic,213.15464
S12000020,2006,Count,GWh,Electricity,Industrial & Commercial,332.10628
S12000020,2006,Count,GWh,Electricity,All,545.26092
S12000020,2006,Count,GWh,Gas,Domestic,530.15355
S12000020,2006,Count,GWh,Gas,Industrial & Commercial,1361.1170500000003
S12000020,2006,Count,GWh,Gas,All,1891.2706
S12000020,2006,Count,GWh,Manufactured fuels,Domestic,11.513505942
S12000020,2006,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2006,Count,GWh,Manufactured fuels,All,11.513505942
S12000020,2006,Count,GWh,Petroleum products,Agriculture,89.548697586
S12000020,2006,Count,GWh,Petroleum products,Domestic,193.3919351
S12000020,2006,Count,GWh,Petroleum products,Industrial & Commercial,265.8194729913
S12000020,2006,Count,GWh,Petroleum products,Public Sector,5.7534014724
S12000020,2006,Count,GWh,Petroleum products,Rail,5.4903049957
S12000020,2006,Count,GWh,Petroleum products,Road transport,551.33426591
S12000020,2006,Count,GWh,Petroleum products,All,1111.3380781
S12000020,2007,Count,GWh,All,All,3543.7058475
S12000020,2007,Count,GWh,Bioenergy & wastes,Domestic,14.347127274
S12000020,2007,Count,GWh,Bioenergy & wastes,All,14.347127274
S12000020,2007,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,0
S12000020,2007,Count,GWh,Coal,Agriculture,0.1320445196
S12000020,2007,Count,GWh,Coal,Domestic,21.893847369
S12000020,2007,Count,GWh,Coal,Industrial & Commercial,20.2986609158
S12000020,2007,Count,GWh,Coal,Public Sector,2.8804502715
S12000020,2007,Count,GWh,Coal,Rail,1.1211494915
S12000020,2007,Count,GWh,Coal,All,46.326152567
S12000020,2007,Count,GWh,Electricity,Domestic,215.12011
S12000020,2007,Count,GWh,Electricity,Industrial & Commercial,338.47952
S12000020,2007,Count,GWh,Electricity,All,553.59963
S12000020,2007,Count,GWh,Gas,Domestic,531.1421
S12000020,2007,Count,GWh,Gas,Industrial & Commercial,1291.47661
S12000020,2007,Count,GWh,Gas,All,1822.61871
S12000020,2007,Count,GWh,Manufactured fuels,Domestic,10.431044471
S12000020,2007,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2007,Count,GWh,Manufactured fuels,All,10.431044471
S12000020,2007,Count,GWh,Petroleum products,Agriculture,85.063950569
S12000020,2007,Count,GWh,Petroleum products,Domestic,166.74326734
S12000020,2007,Count,GWh,Petroleum products,Industrial & Commercial,260.9662156073
S12000020,2007,Count,GWh,Petroleum products,Public Sector,6.3009226596
S12000020,2007,Count,GWh,Petroleum products,Rail,6.447305341
S12000020,2007,Count,GWh,Petroleum products,Road transport,570.8615217
S12000020,2007,Count,GWh,Petroleum products,All,1096.3831832
S12000020,2008,Count,GWh,All,All,3502.4852319
S12000020,2008,Count,GWh,Bioenergy & wastes,Domestic,17.026499556
S12000020,2008,Count,GWh,Bioenergy & wastes,All,21.032238889
S12000020,2008,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,4.0057393219
S12000020,2008,Count,GWh,Coal,Agriculture,0.1653350108
S12000020,2008,Count,GWh,Coal,Domestic,23.164381606
S12000020,2008,Count,GWh,Coal,Industrial & Commercial,34.9319633311
S12000020,2008,Count,GWh,Coal,Public Sector,2.5305089096
S12000020,2008,Count,GWh,Coal,Rail,1.1211494915
S12000020,2008,Count,GWh,Coal,All,61.913338349
S12000020,2008,Count,GWh,Electricity,Domestic,206.47902
S12000020,2008,Count,GWh,Electricity,Industrial & Commercial,338.3167
S12000020,2008,Count,GWh,Electricity,All,544.79572
S12000020,2008,Count,GWh,Gas,Domestic,514.48794
S12000020,2008,Count,GWh,Gas,Industrial & Commercial,1295.67504
S12000020,2008,Count,GWh,Gas,All,1810.16298
S12000020,2008,Count,GWh,Manufactured fuels,Domestic,12.573181417
S12000020,2008,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2008,Count,GWh,Manufactured fuels,All,12.573181417
S12000020,2008,Count,GWh,Petroleum products,Agriculture,83.160150831
S12000020,2008,Count,GWh,Petroleum products,Domestic,175.38255992
S12000020,2008,Count,GWh,Petroleum products,Industrial & Commercial,214.970070937
S12000020,2008,Count,GWh,Petroleum products,Public Sector,5.457618997
S12000020,2008,Count,GWh,Petroleum products,Rail,6.5740440917
S12000020,2008,Count,GWh,Petroleum products,Road transport,566.46332842
S12000020,2008,Count,GWh,Petroleum products,All,1052.0077732
S12000020,2009,Count,GWh,All,All,3244.6437341
S12000020,2009,Count,GWh,Bioenergy & wastes,Domestic,18.548963561
S12000020,2009,Count,GWh,Bioenergy & wastes,All,21.781672914
S12000020,2009,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,3.2327093527000006
S12000020,2009,Count,GWh,Coal,Agriculture,0
S12000020,2009,Count,GWh,Coal,Domestic,23.191889917
S12000020,2009,Count,GWh,Coal,Industrial & Commercial,44.5991386331
S12000020,2009,Count,GWh,Coal,Public Sector,2.6379435816
S12000020,2009,Count,GWh,Coal,Rail,1.1184063467
S12000020,2009,Count,GWh,Coal,All,71.547378478
S12000020,2009,Count,GWh,Electricity,Domestic,208.08511486
S12000020,2009,Count,GWh,Electricity,Industrial & Commercial,333.20134929
S12000020,2009,Count,GWh,Electricity,All,541.27483403
S12000020,2009,Count,GWh,Gas,Domestic,465.20258186
S12000020,2009,Count,GWh,Gas,Industrial & Commercial,1108.8801342000002
S12000020,2009,Count,GWh,Gas,All,1574.0827165
S12000020,2009,Count,GWh,Manufactured fuels,Domestic,10.097982182
S12000020,2009,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2009,Count,GWh,Manufactured fuels,All,10.097982182
S12000020,2009,Count,GWh,Petroleum products,Agriculture,84.160041069
S12000020,2009,Count,GWh,Petroleum products,Domestic,170.86235132
S12000020,2009,Count,GWh,Petroleum products,Industrial & Commercial,203.1456224686
S12000020,2009,Count,GWh,Petroleum products,Public Sector,4.5453521324
S12000020,2009,Count,GWh,Petroleum products,Rail,6.6033120102
S12000020,2009,Count,GWh,Petroleum products,Road transport,556.54247101
S12000020,2009,Count,GWh,Petroleum products,All,1025.85915
S12000020,2010,Count,GWh,All,All,3303.2953183
S12000020,2010,Count,GWh,Bioenergy & wastes,Domestic,23.914708384
S12000020,2010,Count,GWh,Bioenergy & wastes,All,27.402967228
S12000020,2010,Count,GWh,Bioenergy & Wastes,Industrial & Commercial,3.4882588434
S12000020,2010,Count,GWh,Coal,Agriculture,0.0507323162
S12000020,2010,Count,GWh,Coal,Domestic,24.210150078
S12000020,2010,Count,GWh,Coal,Industrial & Commercial,47.2131142379
S12000020,2010,Count,GWh,Coal,Public Sector,2.7071811933
S12000020,2010,Count,GWh,Coal,Rail,1.1291744009
S12000020,2010,Count,GWh,Coal,All,75.310352226
S12000020,2010,Count,GWh,Electricity,Domestic,205.39580387
S12000020,2010,Count,GWh,Electricity,Industrial & Commercial,324.57201509
S12000020,2010,Count,GWh,Electricity,All,529.96781896
S12000020,2010,Count,GWh,Gas,Domestic,471.26322611
S12000020,2010,Count,GWh,Gas,Industrial & Commercial,1147.9889958000003
S12000020,2010,Count,GWh,Gas,All,1619.2522219
S12000020,2010,Count,GWh,Manufactured fuels,Domestic,11.449797337
S12000020,2010,Count,GWh,Manufactured fuels,Industrial & Commercial,0
S12000020,2010,Count,GWh,Manufactured fuels,All,11.449797337
S12000020,2010,Count,GWh,Petroleum products,Agriculture,84.926174356
S12000020,2010,Count,GWh,Petroleum products,Domestic,192.67369793
S12000020,2010,Count,GWh,Petroleum products,Industrial & Commercial,206.76650165450002
