Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
01/01/2021 19:09,31/12/2020,"Demand, Actual DM, LDZ(SC), D+1",17542503,01/01/2021 19:12,L
01/01/2021 19:09,31/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",199540166,01/01/2021 19:12,L
01/01/2021 05:16,31/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",193900000,01/01/2021 11:30,
31/12/2020 00:00,31/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",17841111,01/01/2021 12:01,L
31/12/2020 00:00,31/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",50005556,01/01/2021 12:01,L
31/12/2020 19:10,30/12/2020,"Demand, Actual DM, LDZ(SC), D+1",16639469,31/12/2020 19:13,L
31/12/2020 19:10,30/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",201932605,31/12/2020 19:13,L
31/12/2020 05:16,30/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",235044444,31/12/2020 11:30,
30/12/2020 00:00,30/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",18412222,31/12/2020 12:01,L
30/12/2020 00:00,30/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",52422222,31/12/2020 12:01,L
30/12/2020 19:10,29/12/2020,"Demand, Actual DM, LDZ(SC), D+1",20407957,30/12/2020 19:13,L
30/12/2020 19:10,29/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",201922778,30/12/2020 19:13,L
30/12/2020 05:16,29/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",199177778,30/12/2020 11:30,
29/12/2020 00:00,29/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",18370373,30/12/2020 12:01,L
29/12/2020 00:00,29/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",50466667,30/12/2020 12:01,L
29/12/2020 19:09,28/12/2020,"Demand, Actual DM, LDZ(SC), D+1",16375804,29/12/2020 19:12,L
29/12/2020 19:09,28/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",189930438,29/12/2020 19:12,L
29/12/2020 05:16,28/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",146433333,29/12/2020 11:30,
28/12/2020 00:00,28/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",19558889,29/12/2020 12:01,L
28/12/2020 00:00,28/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",44527778,29/12/2020 12:01,L
28/12/2020 19:09,27/12/2020,"Demand, Actual DM, LDZ(SC), D+1",14101758,28/12/2020 19:12,L
28/12/2020 19:09,27/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",183085249,28/12/2020 19:12,L
28/12/2020 05:16,27/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",146488889,28/12/2020 11:30,
27/12/2020 00:00,27/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",19578889,28/12/2020 12:01,L
27/12/2020 00:00,27/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",30716667,28/12/2020 12:01,L
27/12/2020 19:09,26/12/2020,"Demand, Actual DM, LDZ(SC), D+1",20238761,27/12/2020 19:13,L
27/12/2020 19:09,26/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",180519165,27/12/2020 19:13,L
27/12/2020 05:16,26/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",129411111,27/12/2020 11:30,
26/12/2020 00:00,26/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",19795556,27/12/2020 12:01,L
26/12/2020 00:00,26/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",0,27/12/2020 12:01,L
26/12/2020 19:09,25/12/2020,"Demand, Actual DM, LDZ(SC), D+1",14264521,26/12/2020 19:13,L
26/12/2020 19:09,25/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",177431790,26/12/2020 19:13,L
26/12/2020 05:16,25/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",165666667,26/12/2020 11:30,
25/12/2020 00:00,25/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",20488889,26/12/2020 12:01,L
25/12/2020 00:00,25/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",0,26/12/2020 12:01,L
25/12/2020 05:16,24/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",199311111,25/12/2020 11:30,
24/12/2020 00:00,24/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",21106667,25/12/2020 12:01,L
24/12/2020 00:00,24/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",0,25/12/2020 12:01,L
24/12/2020 19:09,24/12/2020,"Demand, Actual DM, LDZ(SC), D+1",16212630.5,24/12/2020 19:13,L
24/12/2020 19:09,24/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",181323309,24/12/2020 19:13,L
24/12/2020 19:09,23/12/2020,"Demand, Actual DM, LDZ(SC), D+1",18160740,24/12/2020 19:13,L
24/12/2020 19:09,23/12/2020,"Demand, Actual NDM, LDZ(SC), D+1",185214828,24/12/2020 19:13,L
24/12/2020 05:16,23/12/2020,"NTS Energy Offtaken, Moffat, Interconnector",167633333,24/12/2020 11:30,
23/12/2020 00:00,23/12/2020,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",21358889,24/12/2020 12:01,L
23/12/2020 00:00,23/12/2020,"NTS Energy Offtaken, Peterhead, NTS Power Station",7453167,24/12/2020 12:01,L
23/12/2020 19:09,22/12/2020,"Demand, Actual DM, LDZ(SC), D+1",18356437,23/12/2020 19:13,L
