SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
01-MAY-2020,1,21192,A,18462,21769,18973,19010,1077,6527,0,13080,0,11,11,1372,693,100,-66,689,1348,690,92,-74
01-MAY-2020,2,20530,A,17885,21177,18396,18418,1061,6527,0,13080,0,6,10,1368,690,-37,-104,688,1346,690,-41,-101
01-MAY-2020,3,20475,A,17895,21145,18403,18431,1056,6527,0,13080,0,6,8,1368,691,-161,-3,688,1347,690,-162,-3
01-MAY-2020,4,20678,A,17917,21286,18427,18681,1051,6527,0,13080,0,6,10,1368,691,-102,0,688,1347,690,-95,0
01-MAY-2020,5,20506,A,17621,21116,18131,18543,1045,6527,0,13080,0,6,10,1368,690,-104,0,688,1346,689,-106,0
01-MAY-2020,6,20274,A,17355,20934,17866,18304,1039,6527,0,13080,0,15,26,1368,690,-145,0,688,1346,689,-141,0
01-MAY-2020,7,20077,A,17291,20936,18067,18072,1033,6527,0,13080,0,277,278,1367,690,-82,0,688,1346,689,-82,0
01-MAY-2020,8,19873,A,17217,20830,17998,17880,1027,6527,0,13080,0,279,281,1367,690,-178,0,688,1345,690,-177,0
01-MAY-2020,9,19731,A,17099,20770,18025,17761,1009,6527,0,13080,0,416,426,1367,690,-123,0,688,1343,689,-119,0
01-MAY-2020,10,19578,A,16866,20694,17839,17613,990,6527,0,13080,0,485,478,1367,690,-131,0,688,1346,690,-129,0
01-MAY-2020,11,19822,A,17028,20546,17539,17840,990,6527,0,13080,0,134,125,1368,690,-90,0,688,1346,689,-83,0
01-MAY-2020,12,20016,A,17394,20524,17903,18023,989,6527,8,13080,0,8,9,1368,690,82,0,688,1346,690,90,0
01-MAY-2020,13,21079,A,18494,21587,19006,18990,998,6527,138,13080,0,8,12,1367,690,240,67,688,1345,689,247,74
01-MAY-2020,14,22122,A,19468,22630,19979,19940,1007,6527,462,13080,0,8,11,1367,686,267,162,687,1347,690,260,159
01-MAY-2020,15,23476,A,20837,23985,21350,21164,1008,6527,968,13080,0,9,10,1596,799,118,39,801,1578,805,111,34
01-MAY-2020,16,24267,A,21566,24777,22080,21855,1009,6527,1370,13080,0,10,14,1606,803,43,0,805,1581,806,42,0
01-MAY-2020,17,24738,A,22041,25308,22552,22201,1048,6527,2090,13080,0,10,11,1701,851,-60,0,853,1677,854,-63,0
01-MAY-2020,18,24979,A,22355,25567,22865,22382,1087,6527,2950,13080,0,14,10,1705,853,-74,0,855,1678,854,-70,0
01-MAY-2020,19,24951,A,22677,25465,23187,22306,1119,6527,3700,13080,0,14,10,1705,853,51,0,854,1678,855,53,0
01-MAY-2020,20,24895,A,22626,25451,23140,22229,1150,6527,4360,13080,0,10,14,1705,853,-46,0,855,1678,855,-49,0
01-MAY-2020,21,24620,A,22407,25156,22921,21941,1170,6527,4790,13080,0,10,14,1705,853,-26,0,853,1678,855,-26,0
01-MAY-2020,22,24601,A,22508,25178,23019,21922,1190,6527,5250,13080,0,11,11,1705,852,-66,0,854,1678,849,-63,0
01-MAY-2020,23,24557,A,22494,25070,23010,21879,1217,6527,5600,13080,0,13,14,1705,485,46,0,854,1678,473,52,0
01-MAY-2020,24,24546,A,22526,25058,23039,21875,1244,6527,6040,13080,0,12,13,1705,467,186,0,854,1678,467,190,0
01-MAY-2020,25,25013,A,23015,25522,23527,22330,1295,6527,5780,13080,0,9,12,1706,467,214,0,853,1679,466,216,0
01-MAY-2020,26,25020,A,23015,25529,23527,22366,1346,6527,5420,13080,0,9,12,1706,468,254,10,853,1679,473,249,13
01-MAY-2020,27,24523,A,22555,25089,23067,21926,1379,6527,5410,13080,0,13,12,1706,834,110,-53,853,1679,846,103,-56
01-MAY-2020,28,23940,A,21746,24518,22263,21419,1411,6527,5880,13080,0,13,17,1706,764,50,-65,854,1679,733,51,-70
01-MAY-2020,29,23413,A,21284,24286,21950,20991,1423,6527,6280,13080,0,13,17,1706,-110,-42,-208,853,1679,-118,-42,-214
01-MAY-2020,30,22994,A,20820,23847,21487,20634,1434,6527,6290,13080,0,14,18,1697,-118,56,-221,854,1660,-116,65,-216
01-MAY-2020,31,22839,A,20613,23421,21129,20518,1442,6527,5960,13080,0,12,16,1045,559,213,-70,762,1014,586,219,-67
01-MAY-2020,32,22989,A,20401,23500,20916,20707,1449,6527,5090,13080,0,11,15,1019,630,258,66,759,1013,610,253,74
01-MAY-2020,33,23177,A,20603,23688,21118,20878,1445,6527,4430,13080,0,11,75,1670,106,173,219,852,1659,102,174,224
01-MAY-2020,34,24366,A,21858,24878,22374,21953,1441,6527,4150,13080,0,12,171,1706,120,288,370,855,1682,134,291,374
01-MAY-2020,35,26163,A,23456,26675,23973,23600,1418,6527,3420,13080,0,12,171,1991,943,311,493,994,1967,964,311,491
01-MAY-2020,36,27330,A,24932,27842,25452,24705,1394,6527,2600,13080,0,12,164,2003,1000,311,504,999,1970,1001,311,500
01-MAY-2020,37,28070,A,25794,28581,26309,25457,1344,6527,2010,13080,0,11,13,2003,1000,311,504,999,1971,1001,311,500
01-MAY-2020,38,28328,A,26083,28838,26598,25744,1294,6527,1260,13080,0,10,12,2003,1001,311,504,999,1970,1001,311,500
01-MAY-2020,39,28325,A,26158,28832,26672,25800,1228,6527,664,13080,0,7,13,2003,1000,311,504,999,1970,1001,311,500
